solucion,job,operacion,maquina_asignada,costo,tiempo
1,20,8,11,14.00,12.00
1,20,9,4,9.00,102.00
1,20,10,2,8.00,73.00
1,20,11,2,19.00,28.00
1,20,12,15,5.00,22.00
1,20,13,6,5.00,65.00
1,20,14,9,5.00,23.00
1,20,15,2,6.00,10.00
1,21,1,15,9.00,66.00
1,21,2,10,8.00,85.00
1,21,3,10,9.00,38.00
1,21,4,9,11.00,61.00
1,21,5,7,6.00,78.00
1,21,6,1,18.00,66.00
1,21,7,4,7.00,80.00
1,21,8,11,12.00,23.00
1,21,9,7,16.00,39.00
1,21,10,13,5.00,79.00
1,21,11,12,21.00,16.00
1,21,12,3,16.00,11.00
1,21,13,15,19.00,69.00
1,21,14,7,7.00,57.00
1,21,15,5,6.00,32.00
1,22,1,8,10.00,43.00
1,22,2,9,7.00,82.00
1,22,3,3,7.00,89.00
1,22,4,13,6.00,20.00
1,22,5,1,6.00,10.00
1,22,6,7,10.00,14.00
1,22,7,7,25.00,21.00
1,22,8,5,9.00,136.00
1,22,9,4,5.00,166.00
1,22,10,11,10.00,23.00
1,22,11,13,10.00,50.00
1,22,12,7,8.00,57.00
1,22,13,4,7.00,106.00
1,22,14,6,13.00,68.00
1,22,15,5,13.00,30.00
1,23,1,14,16.00,36.00
1,23,2,5,19.00,22.00
1,23,3,14,8.00,61.00
1,23,4,3,8.00,31.00
1,23,5,2,5.00,27.00
1,23,6,13,11.00,24.00
1,23,7,8,16.00,13.00
1,23,8,15,5.00,59.00
1,23,9,8,10.00,85.00
1,23,10,13,17.00,11.00
1,23,11,5,7.00,36.00
1,23,12,10,14.00,10.00
1,23,13,8,7.00,96.00
1,23,14,5,8.00,22.00
1,23,15,9,13.00,93.00
1,24,1,9,16.00,44.00
1,24,2,9,16.00,36.00
1,24,3,15,12.00,157.00
1,24,4,12,14.00,74.00
1,24,5,11,12.00,58.00
1,24,6,14,12.00,13.00
1,24,7,8,15.00,11.00
1,24,8,8,9.00,51.00
1,24,9,6,8.00,42.00
1,24,10,13,14.00,12.00
1,24,11,8,5.00,10.00
1,24,12,1,5.00,55.00
1,24,13,1,5.00,33.00
1,24,14,14,6.00,17.00
1,24,15,9,12.00,30.00
1,25,1,6,7.00,51.00
1,25,2,9,13.00,15.00
1,25,3,4,13.00,31.00
1,25,4,1,13.00,70.00
1,25,5,1,14.00,10.00
1,25,6,11,17.00,22.00
1,25,7,8,6.00,84.00
1,25,8,5,16.00,12.00
1,25,9,8,16.00,34.00
1,25,10,12,17.00,10.00
1,25,11,12,6.00,99.00
1,25,12,14,6.00,47.00
1,25,13,12,13.00,20.00
1,25,14,13,9.00,71.00
1,25,15,12,8.00,85.00
1,26,1,6,24.00,13.00
1,26,2,14,17.00,31.00
1,26,3,7,9.00,33.00
1,26,4,13,15.00,16.00
1,26,5,4,12.00,42.00
1,26,6,6,11.00,14.00
1,26,7,13,5.00,95.00
1,26,8,9,5.00,46.00
1,26,9,1,5.00,72.00
1,26,10,10,8.00,14.00
1,26,11,5,7.00,21.00
1,26,12,15,11.00,21.00
1,26,13,7,7.00,34.00
1,26,14,10,8.00,15.00
1,26,15,12,7.00,65.00
1,27,1,13,6.00,51.00
1,27,2,12,5.00,26.00
1,27,3,8,5.00,78.00
1,27,4,11,30.00,156.00
1,27,5,2,9.00,150.00
1,27,6,13,5.00,95.00
1,27,7,13,17.00,56.00
1,27,8,15,10.00,43.00
1,27,9,3,22.00,29.00
1,27,10,14,12.00,115.00
1,27,11,6,5.00,19.00
1,27,12,7,5.00,78.00
1,27,13,7,7.00,61.00
1,27,14,8,16.00,103.00
1,27,15,15,5.00,32.00
1,28,1,3,16.00,28.00
1,28,2,13,7.00,42.00
1,28,3,10,8.00,78.00
1,28,4,15,15.00,10.00
1,28,5,13,6.00,37.00
1,28,6,6,19.00,31.00
1,28,7,3,8.00,19.00
1,28,8,11,7.00,18.00
1,28,9,7,6.00,97.00
1,28,10,7,14.00,47.00
1,28,11,8,9.00,105.00
1,28,12,11,7.00,24.00
1,28,13,5,6.00,148.00
1,28,14,5,26.00,60.00
1,28,15,7,5.00,101.00
1,29,1,1,13.00,30.00
1,29,2,15,19.00,46.00
1,29,3,4,15.00,53.00
1,29,4,7,23.00,15.00
1,29,5,7,10.00,31.00
1,29,6,10,8.00,13.00
1,29,7,14,7.00,34.00
1,29,8,4,8.00,54.00
1,29,9,15,13.00,89.00
1,29,10,7,6.00,30.00
1,29,11,6,8.00,63.00
1,29,12,4,7.00,82.00
1,29,13,4,14.00,17.00
1,29,14,10,11.00,47.00
1,29,15,13,12.00,24.00
1,30,1,10,9.00,61.00
1,30,2,4,8.00,60.00
1,30,3,15,8.00,53.00
1,30,4,6,12.00,61.00
1,30,5,12,6.00,34.00
1,30,6,10,14.00,71.00
1,30,7,5,9.00,48.00
1,30,8,13,6.00,48.00
1,30,9,14,11.00,14.00
1,30,10,4,14.00,72.00
1,30,11,3,10.00,129.00
1,30,12,5,7.00,113.00
1,30,13,11,11.00,36.00
1,30,14,14,9.00,25.00
1,30,15,11,12.00,51.00
2,1,1,10,16.00,77.00
2,1,2,14,7.00,19.00
2,1,3,5,6.00,62.00
2,1,4,10,10.00,61.00
2,1,5,12,5.00,69.00
2,1,6,6,6.00,92.00
2,1,7,2,5.00,57.00
2,1,8,10,18.00,19.00
2,1,9,4,9.00,54.00
2,1,10,12,7.00,10.00
2,1,11,15,5.00,156.00
2,1,12,15,8.00,38.00
2,1,13,7,12.00,63.00
2,1,14,1,11.00,19.00
2,1,15,14,21.00,106.00
2,2,1,11,9.00,21.00
2,2,2,1,5.00,85.00
2,2,3,6,8.00,75.00
2,2,4,15,13.00,94.00
2,2,5,12,15.00,84.00
2,2,6,7,9.00,28.00
2,2,7,10,13.00,68.00
2,2,8,2,12.00,74.00
2,2,9,8,7.00,23.00
2,2,10,2,7.00,26.00
2,2,11,11,13.00,96.00
2,2,12,1,6.00,52.00
2,2,13,14,18.00,29.00
2,2,14,3,7.00,77.00
2,2,15,13,6.00,62.00
2,3,1,1,9.00,24.00
2,3,2,12,15.00,57.00
2,3,3,8,8.00,10.00
2,3,4,3,5.00,91.00
2,3,5,11,7.00,62.00
2,3,6,11,7.00,23.00
2,3,7,14,24.00,18.00
2,3,8,3,11.00,24.00
2,3,9,1,13.00,105.00
2,3,10,14,5.00,95.00
2,3,11,12,8.00,47.00
2,3,12,9,15.00,54.00
2,3,13,1,8.00,64.00
2,3,14,4,7.00,33.00
2,3,15,10,7.00,15.00
2,4,1,2,6.00,101.00
2,4,2,9,5.00,96.00
2,4,3,15,8.00,14.00
2,4,4,2,14.00,21.00
2,4,5,10,7.00,35.00
2,4,6,7,6.00,29.00
2,4,7,10,6.00,37.00
2,4,8,3,11.00,43.00
2,4,9,14,23.00,18.00
2,4,10,13,11.00,20.00
2,4,11,3,5.00,50.00
2,4,12,9,6.00,144.00
2,4,13,6,15.00,22.00
2,4,14,14,7.00,11.00
2,4,15,13,5.00,25.00
2,5,1,9,10.00,27.00
2,5,2,7,5.00,63.00
2,5,3,12,7.00,62.00
2,5,4,12,7.00,63.00
2,5,5,14,6.00,11.00
2,5,6,15,11.00,30.00
2,5,7,13,8.00,45.00
2,5,8,9,6.00,67.00
2,5,9,2,9.00,66.00
2,5,10,15,10.00,31.00
2,5,11,15,11.00,11.00
2,5,12,8,5.00,42.00
2,5,13,5,9.00,88.00
2,5,14,14,14.00,19.00
2,5,15,15,8.00,80.00
2,6,1,5,11.00,65.00
2,6,2,8,30.00,100.00
2,6,3,10,6.00,25.00
2,6,4,8,18.00,14.00
2,6,5,8,5.00,111.00
2,6,6,13,20.00,14.00
2,6,7,2,16.00,19.00
2,6,8,6,10.00,23.00
2,6,9,11,13.00,48.00
2,6,10,7,12.00,23.00
2,6,11,3,5.00,71.00
2,6,12,14,8.00,80.00
2,6,13,10,16.00,17.00
2,6,14,4,18.00,41.00
2,6,15,5,10.00,32.00
2,7,1,12,10.00,22.00
2,7,2,13,10.00,110.00
2,7,3,2,8.00,86.00
2,7,4,13,9.00,96.00
2,7,5,5,7.00,35.00
2,7,6,14,6.00,63.00
2,7,7,14,13.00,79.00
2,7,8,2,6.00,91.00
2,7,9,11,16.00,16.00
2,7,10,5,6.00,32.00
2,7,11,4,5.00,61.00
2,7,12,11,24.00,56.00
2,7,13,12,5.00,20.00
2,7,14,6,12.00,64.00
2,7,15,5,9.00,43.00
2,8,1,8,19.00,47.00
2,8,2,2,24.00,16.00
2,8,3,1,8.00,15.00
2,8,4,14,11.00,60.00
2,8,5,13,11.00,73.00
2,8,6,11,13.00,18.00
2,8,7,15,5.00,64.00
2,8,8,3,11.00,13.00
2,8,9,9,17.00,61.00
2,8,10,6,8.00,28.00
2,8,11,8,5.00,52.00
2,8,12,13,5.00,18.00
2,8,13,8,17.00,63.00
2,8,14,2,7.00,50.00
2,8,15,12,7.00,61.00
2,9,1,14,13.00,11.00
2,9,2,15,9.00,37.00
2,9,3,3,5.00,159.00
2,9,4,6,5.00,62.00
2,9,5,2,7.00,57.00
2,9,6,9,5.00,64.00
2,9,7,8,6.00,91.00
2,9,8,3,11.00,75.00
2,9,9,15,6.00,18.00
2,9,10,4,9.00,71.00
2,9,11,2,8.00,17.00
2,9,12,9,8.00,11.00
2,9,13,3,11.00,31.00
2,9,14,9,9.00,106.00
2,9,15,9,9.00,39.00
2,10,1,15,12.00,40.00
2,10,2,8,18.00,40.00
2,10,3,4,17.00,22.00
2,10,4,8,5.00,119.00
2,10,5,15,11.00,38.00
2,10,6,15,5.00,54.00
2,10,7,1,9.00,124.00
2,10,8,3,5.00,48.00
2,10,9,8,7.00,87.00
2,10,10,8,15.00,22.00
2,10,11,5,9.00,149.00
2,10,12,10,19.00,36.00
2,10,13,14,14.00,12.00
2,10,14,15,8.00,49.00
2,10,15,6,20.00,31.00
2,11,1,7,5.00,115.00
2,11,2,15,10.00,27.00
2,11,3,6,7.00,10.00
2,11,4,5,10.00,43.00
2,11,5,5,9.00,68.00
2,11,6,11,10.00,101.00
2,11,7,12,5.00,48.00
2,11,8,14,6.00,15.00
2,11,9,1,13.00,63.00
2,11,10,10,6.00,38.00
2,11,11,6,20.00,24.00
2,11,12,4,12.00,24.00
2,11,13,12,9.00,193.00
2,11,14,7,12.00,10.00
2,11,15,8,5.00,90.00
2,12,1,11,8.00,53.00
2,12,2,14,13.00,45.00
2,12,3,1,8.00,64.00
2,12,4,3,19.00,60.00
2,12,5,8,9.00,28.00
2,12,6,2,5.00,102.00
2,12,7,2,10.00,131.00
2,12,8,2,12.00,95.00
2,12,9,13,6.00,181.00
2,12,10,11,5.00,182.00
2,12,11,6,6.00,67.00
2,12,12,7,6.00,54.00
2,12,13,15,8.00,18.00
2,12,14,3,6.00,17.00
2,12,15,11,6.00,24.00
2,13,1,11,20.00,26.00
2,13,2,4,6.00,60.00
2,13,3,4,5.00,99.00
2,13,4,3,14.00,31.00
2,13,5,9,5.00,137.00
2,13,6,2,16.00,29.00
2,13,7,2,5.00,67.00
2,13,8,9,8.00,12.00
2,13,9,12,5.00,66.00
2,13,10,12,5.00,131.00
2,13,11,14,18.00,93.00
2,13,12,7,11.00,40.00
2,13,13,9,9.00,113.00
2,13,14,7,7.00,34.00
2,13,15,9,11.00,68.00
2,14,1,9,9.00,75.00
2,14,2,13,6.00,198.00
2,14,3,7,9.00,47.00
2,14,4,13,8.00,32.00
2,14,5,9,17.00,61.00
2,14,6,9,10.00,25.00
2,14,7,13,5.00,34.00
2,14,8,7,6.00,72.00
2,14,9,2,16.00,45.00
2,14,10,7,6.00,16.00
2,14,11,8,18.00,16.00
2,14,12,2,24.00,36.00
2,14,13,13,14.00,16.00
2,14,14,13,7.00,79.00
2,14,15,8,11.00,100.00
2,15,1,1,10.00,22.00
2,15,2,7,8.00,107.00
2,15,3,15,12.00,52.00
2,15,4,11,7.00,99.00
2,15,5,7,16.00,49.00
2,15,6,3,15.00,65.00
2,15,7,5,10.00,22.00
2,15,8,12,10.00,13.00
2,15,9,2,6.00,67.00
2,15,10,11,18.00,12.00
2,15,11,9,12.00,64.00
2,15,12,3,5.00,85.00
2,15,13,3,9.00,22.00
2,15,14,7,6.00,89.00
2,15,15,13,11.00,22.00
2,16,1,14,9.00,20.00
2,16,2,5,14.00,26.00
2,16,3,15,6.00,67.00
2,16,4,15,7.00,65.00
2,16,5,4,11.00,36.00
2,16,6,15,9.00,23.00
2,16,7,14,10.00,25.00
2,16,8,1,18.00,45.00
2,16,9,8,22.00,84.00
2,16,10,3,7.00,54.00
2,16,11,11,6.00,92.00
2,16,12,1,19.00,43.00
2,16,13,5,5.00,60.00
2,16,14,13,11.00,16.00
2,16,15,15,5.00,38.00
2,17,1,12,8.00,42.00
2,17,2,11,10.00,21.00
2,17,3,2,18.00,15.00
2,17,4,6,9.00,55.00
2,17,5,1,11.00,62.00
2,17,6,12,5.00,98.00
2,17,7,15,12.00,13.00
2,17,8,11,8.00,22.00
2,17,9,13,7.00,14.00
2,17,10,5,5.00,31.00
2,17,11,6,30.00,30.00
2,17,12,13,10.00,34.00
2,17,13,10,5.00,16.00
2,17,14,5,18.00,27.00
2,17,15,2,18.00,25.00
2,18,1,12,19.00,31.00
2,18,2,10,5.00,18.00
2,18,3,4,6.00,92.00
2,18,4,14,7.00,46.00
2,18,5,5,6.00,55.00
2,18,6,9,7.00,149.00
2,18,7,3,14.00,36.00
2,18,8,8,7.00,51.00
2,18,9,11,9.00,62.00
2,18,10,10,9.00,74.00
2,18,11,9,11.00,36.00
2,18,12,15,10.00,31.00
2,18,13,10,27.00,52.00
2,18,14,13,26.00,124.00
2,18,15,2,7.00,41.00
2,19,1,4,14.00,66.00
2,19,2,1,15.00,12.00
2,19,3,5,8.00,71.00
2,19,4,13,11.00,41.00
2,19,5,12,8.00,36.00
2,19,6,14,12.00,72.00
2,19,7,1,6.00,27.00
2,19,8,1,6.00,122.00
2,19,9,8,11.00,28.00
2,19,10,5,6.00,82.00
2,19,11,13,11.00,50.00
2,19,12,13,12.00,66.00
2,19,13,6,13.00,40.00
2,19,14,5,11.00,97.00
2,19,15,5,5.00,42.00
2,20,1,1,6.00,66.00
2,20,2,8,5.00,13.00
2,20,3,7,7.00,101.00
2,20,4,9,6.00,29.00
2,20,5,4,10.00,69.00
2,20,6,8,10.00,48.00
2,20,7,7,6.00,14.00
2,20,8,11,14.00,12.00
2,20,9,6,8.00,110.00
2,20,10,2,8.00,73.00
2,20,11,2,19.00,28.00
2,20,12,15,5.00,22.00
2,20,13,6,5.00,65.00
2,20,14,9,5.00,23.00
2,20,15,2,6.00,10.00
2,21,1,15,9.00,66.00
2,21,2,10,8.00,85.00
2,21,3,10,9.00,38.00
2,21,4,9,11.00,61.00
2,21,5,7,6.00,78.00
2,21,6,1,18.00,66.00
2,21,7,11,6.00,65.00
2,21,8,11,12.00,23.00
2,21,9,7,16.00,39.00
2,21,10,13,5.00,79.00
2,21,11,12,21.00,16.00
2,21,12,3,16.00,11.00
2,21,13,6,6.00,57.00
2,21,14,7,7.00,57.00
2,21,15,5,6.00,32.00
2,22,1,8,10.00,43.00
2,22,2,9,7.00,82.00
2,22,3,3,7.00,89.00
2,22,4,13,6.00,20.00
2,22,5,1,6.00,10.00
2,22,6,7,10.00,14.00
2,22,7,13,5.00,107.00
2,22,8,2,23.00,57.00
2,22,9,4,5.00,166.00
2,22,10,11,10.00,23.00
2,22,11,13,10.00,50.00
2,22,12,14,6.00,79.00
2,22,13,4,7.00,106.00
2,22,14,6,13.00,68.00
2,22,15,5,13.00,30.00
2,23,1,15,6.00,144.00
2,23,2,5,19.00,22.00
2,23,3,14,8.00,61.00
2,23,4,3,8.00,31.00
2,23,5,2,5.00,27.00
2,23,6,13,11.00,24.00
2,23,7,8,16.00,13.00
2,23,8,15,5.00,59.00
2,23,9,8,10.00,85.00
2,23,10,13,17.00,11.00
2,23,11,5,7.00,36.00
2,23,12,10,14.00,10.00
2,23,13,8,7.00,96.00
2,23,14,5,8.00,22.00
2,23,15,9,13.00,93.00
2,24,1,9,16.00,44.00
2,24,2,1,9.00,113.00
2,24,3,15,12.00,157.00
2,24,4,12,14.00,74.00
2,24,5,11,12.00,58.00
2,24,6,14,12.00,13.00
2,24,7,8,15.00,11.00
2,24,8,8,9.00,51.00
2,24,9,6,8.00,42.00
2,24,10,13,14.00,12.00
2,24,11,8,5.00,10.00
2,24,12,1,5.00,55.00
2,24,13,1,5.00,33.00
2,24,14,14,6.00,17.00
2,24,15,9,12.00,30.00
2,25,1,6,7.00,51.00
2,25,2,9,13.00,15.00
2,25,3,4,13.00,31.00
2,25,4,1,13.00,70.00
2,25,5,1,14.00,10.00
2,25,6,11,17.00,22.00
2,25,7,8,6.00,84.00
2,25,8,5,16.00,12.00
2,25,9,8,16.00,34.00
2,25,10,12,17.00,10.00
2,25,11,12,6.00,99.00
2,25,12,14,6.00,47.00
2,25,13,12,13.00,20.00
2,25,14,13,9.00,71.00
2,25,15,12,8.00,85.00
2,26,1,6,24.00,13.00
2,26,2,14,17.00,31.00
2,26,3,2,5.00,143.00
2,26,4,13,15.00,16.00
2,26,5,2,7.00,122.00
2,26,6,6,11.00,14.00
2,26,7,13,5.00,95.00
2,26,8,9,5.00,46.00
2,26,9,1,5.00,72.00
2,26,10,10,8.00,14.00
2,26,11,5,7.00,21.00
2,26,12,15,11.00,21.00
2,26,13,7,7.00,34.00
2,26,14,10,8.00,15.00
2,26,15,12,7.00,65.00
2,27,1,13,6.00,51.00
2,27,2,12,5.00,26.00
2,27,3,8,5.00,78.00
2,27,4,8,15.00,50.00
2,27,5,2,9.00,150.00
2,27,6,13,5.00,95.00
2,27,7,11,7.00,132.00
2,27,8,15,10.00,43.00
2,27,9,14,5.00,128.00
2,27,10,14,12.00,115.00
2,27,11,6,5.00,19.00
2,27,12,7,5.00,78.00
2,27,13,7,7.00,61.00
2,27,14,8,16.00,103.00
2,27,15,15,5.00,32.00
2,28,1,11,18.00,19.00
2,28,2,13,7.00,42.00
2,28,3,10,8.00,78.00
2,28,4,15,15.00,10.00
2,28,5,13,6.00,37.00
2,28,6,10,6.00,156.00
2,28,7,3,8.00,19.00
2,28,8,11,7.00,18.00
2,28,9,7,6.00,97.00
2,28,10,7,14.00,47.00
2,28,11,8,9.00,105.00
2,28,12,11,7.00,24.00
2,28,13,5,6.00,148.00
2,28,14,11,12.00,155.00
2,28,15,7,5.00,101.00
2,29,1,1,13.00,30.00
