7 1 5 36   7 1 6 32   7 2 1 50   7 2 2 40   7 2 3 46
7 2 4 43   7 2 5 5   7 2 6 30   7 3 1 12   7 3 2 27
7 3 3 43   7 3 4 10   7 3 5 29   7 3 6 29   7 4 1 41
7 4 2 43   7 4 3 34   7 4 4 23   7 4 5 46   7 4 6 15
7 5 1 37   7 5 2 43   7 5 3 42   7 5 4 5   7 5 5 11
7 5 6 16   7 6 1 11   7 6 2 37   7 6 3 16   7 6 4 45
7 6 5 16   7 6 6 21   8 1 1 42   8 1 2 15   8 1 3 11
8 1 4 23   8 1 5 12   8 1 6 34   8 2 1 6   8 2 2 18
8 2 3 25   8 2 4 16   8 2 5 8   8 2 6 26   8 3 1 13
8 3 2 9   8 3 3 23   8 3 4 30   8 3 5 10   8 3 6 48
8 4 1 35   8 4 2 14   8 4 3 7   8 4 4 37   8 4 5 13
8 4 6 35   8 5 1 43   8 5 2 21   8 5 3 39   8 5 4 38
8 5 5 16   8 5 6 42   8 6 1 47   8 6 2 35   8 6 3 38
8 6 4 39   8 6 5 30   8 6 6 23   9 1 1 10   9 1 2 36
9 1 3 30   9 1 4 23   9 1 5 24   9 1 6 15   9 2 1 31
9 2 2 35   9 2 3 7   9 2 4 46   9 2 5 34   9 2 6 41
9 3 1 46   9 3 2 19   9 3 3 33   9 3 4 17   9 3 5 29
9 3 6 16   9 4 1 48   9 4 2 32   9 4 3 23   9 4 4 31
9 4 5 19   9 4 6 28   9 5 1 44   9 5 2 46   9 5 3 19
9 5 4 37   9 5 5 28   9 5 6 46   9 6 1 16   9 6 2 46
9 6 3 21   9 6 4 24   9 6 5 18   9 6 6 7   10 1 1 21
10 1 2 5   10 1 3 25   10 1 4 48   10 1 5 29   10 1 6 25
10 2 1 14   10 2 2 39   10 2 3 49   10 2 4 42   10 2 5 9
10 2 6 23   10 3 1 43   10 3 2 33   10 3 3 43   10 3 4 35
10 3 5 9   10 3 6 28   10 4 1 44   10 4 2 10   10 4 3 37
10 4 4 29   10 4 5 18   10 4 6 40   10 5 1 21   10 5 2 8
10 5 3 10   10 5 4 23   10 5 5 33   10 5 6 16   10 6 1 22
10 6 2 22   10 6 3 29   10 6 4 18   10 6 5 40   10 6 6 24
;

param time_ :=
# p m o time
1 1 1 75   1 1 2 162   1 1 3 149   1 1 4 23   1 1 5 165
1 1 6 90   1 2 1 69   1 2 2 121   1 2 3 59   1 2 4 177
1 2 5 87   1 2 6 83   1 3 1 154   1 3 2 152   1 3 3 60
1 3 4 67   1 3 5 134   1 3 6 113   1 4 1 157   1 4 2 91
1 4 3 72   1 4 4 44   1 4 5 59   1 4 6 131   1 5 1 158
1 5 2 57   1 5 3 64   1 5 4 131   1 5 5 80   1 5 6 150
1 6 1 179   1 6 2 112   1 6 3 23   1 6 4 181   1 6 5 36
1 6 6 154   2 1 1 67   2 1 2 157   2 1 3 112   2 1 4 26
2 1 5 185   2 1 6 19   2 2 1 100   2 2 2 36   2 2 3 187
2 2 4 147   2 2 5 85   2 2 6 175   2 3 1 16   2 3 2 18
2 3 3 32   2 3 4 29   2 3 5 18   2 3 6 80   2 4 1 17
2 4 2 24   2 4 3 97   2 4 4 22   2 4 5 156   2 4 6 150
2 5 1 155   2 5 2 129   2 5 3 120   2 5 4 42   2 5 5 42
2 5 6 176   2 6 1 178   2 6 2 115   2 6 3 64   2 6 4 63
2 6 5 40   2 6 6 126   3 1 1 87   3 1 2 182   3 1 3 47
3 1 4 117   3 1 5 125   3 1 6 15   3 2 1 184   3 2 2 109
3 2 3 103   3 2 4 141   3 2 5 118   3 2 6 176   3 3 1 157
3 3 2 47   3 3 3 120   3 3 4 120   3 3 5 21   3 3 6 58
3 4 1 28   3 4 2 118   3 4 3 128   3 4 4 106   3 4 5 17
3 4 6 14   3 5 1 38   3 5 2 93   3 5 3 88   3 5 4 60
3 5 5 138   3 5 6 20   3 6 1 197   3 6 2 110   3 6 3 152
3 6 4 99   3 6 5 193   3 6 6 22   4 1 1 122   4 1 2 20
4 1 3 82   4 1 4 15   4 1 5 161   4 1 6 180   4 2 1 158
4 2 2 58   4 2 3 131   4 2 4 17   4 2 5 162   4 2 6 58
4 3 1 162   4 3 2 179   4 3 3 18   4 3 4 194   4 3 5 188
4 3 6 54   4 4 1 111   4 4 2 13   4 4 3 90   4 4 4 35
4 4 5 193   4 4 6 142   4 5 1 185   4 5 2 58   4 5 3 145
4 5 4 142   4 5 5 101   4 5 6 135   4 6 1 81   4 6 2 62
4 6 3 16   4 6 4 198   4 6 5 47   4 6 6 40   5 1 1 82
5 1 2 24   5 1 3 62   5 1 4 169   5 1 5 167   5 1 6 197
5 2 1 24   5 2 2 164   5 2 3 18   5 2 4 64   5 2 5 71
5 2 6 193   5 3 1 120   5 3 2 16   5 3 3 155   5 3 4 122
5 3 5 169   5 3 6 101   5 4 1 116   5 4 2 32   5 4 3 176
5 4 4 77   5 4 5 60   5 4 6 135   5 5 1 74   5 5 2 188
5 5 3 105   5 5 4 105   5 5 5 184   5 5 6 83   5 6 1 128
5 6 2 109   5 6 3 155   5 6 4 77   5 6 5 141   5 6 6 82
6 1 1 118   6 1 2 126   6 1 3 159   6 1 4 48   6 1 5 42
6 1 6 148   6 2 1 82   6 2 2 31   6 2 3 182   6 2 4 52
6 2 5 106   6 2 6 100   6 3 1 169   6 3 2 91   6 3 3 22
6 3 4 195   6 3 5 60   6 3 6 135   6 4 1 139   6 4 2 182
6 4 3 103   6 4 4 136   6 4 5 19   6 4 6 87   6 5 1 126
6 5 2 12   6 5 3 175   6 5 4 40   6 5 5 164   6 5 6 151
6 6 1 105   6 6 2 155   6 6 3 95   6 6 4 176   6 6 5 63
6 6 6 70   7 1 1 46   7 1 2 25   7 1 3 40   7 1 4 70
7 1 5 74   7 1 6 170   7 2 1 83   7 2 2 154   7 2 3 103
7 2 4 198   7 2 5 47   7 2 6 14   7 3 1 18   7 3 2 21
7 3 3 13   7 3 4 38   7 3 5 45   7 3 6 36   7 4 1 70
7 4 2 83   7 4 3 158   7 4 4 137   7 4 5 11   7 4 6 50
7 5 1 70   7 5 2 35   7 5 3 175   7 5 4 68   7 5 5 86
7 5 6 183   7 6 1 128   7 6 2 32   7 6 3 18   7 6 4 120
7 6 5 196   7 6 6 100   8 1 1 67   8 1 2 154   8 1 3 183
8 1 4 104   8 1 5 164   8 1 6 75   8 2 1 127   8 2 2 157
8 2 3 23   8 2 4 148   8 2 5 65   8 2 6 102   8 3 1 192
8 3 2 187   8 3 3 82   8 3 4 125   8 3 5 118   8 3 6 107
8 4 1 170   8 4 2 97   8 4 3 17   8 4 4 35   8 4 5 120
8 4 6 17   8 5 1 34   8 5 2 182   8 5 3 188   8 5 4 101
8 5 5 51   8 5 6 95   8 6 1 85   8 6 2 108   8 6 3 25
8 6 4 59   8 6 5 94   8 6 6 58   9 1 1 125   9 1 2 58
9 1 3 96   9 1 4 141   9 1 5 161   9 1 6 194   9 2 1 130
9 2 2 84   9 2 3 173   9 2 4 157   9 2 5 59   9 2 6 95
9 3 1 192   9 3 2 24   9 3 3 120   9 3 4 53   9 3 5 54
9 3 6 104   9 4 1 45   9 4 2 83   9 4 3 89   9 4 4 113
9 4 5 10   9 4 6 189   9 5 1 125   9 5 2 126   9 5 3 65
9 5 4 17   9 5 5 70   9 5 6 150   9 6 1 105   9 6 2 119
9 6 3 94   9 6 4 144   9 6 5 100   9 6 6 53   10 1 1 105
10 1 2 96   10 1 3 135   10 1 4 41   10 1 5 99   10 1 6 104
10 2 1 130   10 2 2 195   10 2 3 175   10 2 4 99   10 2 5 197
10 2 6 96   10 3 1 83   10 3 2 31   10 3 3 193   10 3 4 12
10 3 5 124   10 3 6 74   10 4 1 60   10 4 2 20   10 4 3 110
10 4 4 43   10 4 5 183   10 4 6 19   10 5 1 97   10 5 2 34
10 5 3 28   10 5 4 118   10 5 5 80   10 5 6 25   10 6 1 103
10 6 2 104   10 6 3 107   10 6 4 41   10 6 5 144   10 6 6 72
;
